x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
C,B,D,A,B,A,0.56,1.93,,2.73,0.35,1.01,0.59,-0.77
B,C,B,B,A,A,0.65,0.04,,0.09,1.93,-0.12,1.92,2.38
B,A,D,B,B,B,-0.32,-0.0,0.28,0.1,0.23,0.24,1.77,1.92
,A,C,B,A,B,-0.03,-0.03,0.17,0.3,8.04,-0.77,1.32,-0.95
B,B,C,B,B,A,1.68,0.0,-2.18,,0.2,-0.68,0.99,-0.38
B,C,B,,B,A,0.87,0.83,,0.23,0.5,-0.05,0.63,-0.62
C,B,C,B,A,A,1.22,-0.03,,2.19,10.71,-2.85,0.71,1.37
C,C,C,B,A,B,0.15,0.84,0.09,0.01,0.94,0.38,1.2,0.83
,A,B,B,A,B,2.36,0.0,3.18,,-0.25,0.63,0.61,4.43
A,B,C,B,A,B,0.34,0.01,2.52,5.01,5.96,2.12,1.69,0.65
B,B,B,B,A,A,3.78,1.15,1.69,3.56,8.2,-1.16,0.36,-0.66
,B,C,A,A,A,0.57,-0.76,,0.98,1.02,0.51,0.72,-1.16
C,A,B,A,B,B,3.06,0.11,-1.98,0.1,0.49,0.37,1.74,-1.1
B,C,B,A,B,A,2.72,0.0,-0.58,0.09,0.05,0.1,0.67,1.02
,C,C,B,A,A,-2.06,-0.99,-0.01,0.27,7.04,1.19,1.12,-0.39
B,B,D,A,B,B,-0.93,0.0,,0.01,0.31,2.38,0.86,-0.84
C,C,B,B,A,B,1.34,0.16,,0.0,2.19,-0.69,0.35,-1.21
C,B,C,B,A,A,0.66,0.29,1.69,0.27,2.27,1.49,0.57,-0.49
A,B,B,B,A,B,0.91,-0.1,,0.79,0.48,-1.98,3.83,-1.93
C,C,A,A,A,B,1.17,0.0,,0.44,1.65,-0.2,0.62,1.97
B,B,C,A,A,A,1.92,1.24,1.47,0.71,1.24,-0.04,0.39,-2.37
A,C,D,A,A,A,2.25,0.0,0.46,0.09,0.25,0.61,0.72,0.25
,A,A,B,B,B,1.55,0.2,,0.07,1.24,0.48,0.3,1.77
C,B,C,B,A,A,-1.01,0.62,-0.72,0.06,0.75,-0.43,0.8,0.58
C,A,A,A,A,B,-0.87,-0.68,,0.02,3.63,-0.65,1.85,2.24
C,C,A,B,A,B,2.02,0.01,0.12,0.41,5.53,-3.42,0.16,0.34
B,C,B,B,A,B,0.99,-0.0,2.15,0.54,1.14,-1.3,0.01,0.25
A,C,C,B,B,A,1.12,-0.0,0.41,,2.47,1.25,3.61,-0.52
A,C,C,A,A,B,-1.83,-0.01,0.52,0.7,3.23,1.23,1.24,-2.98
B,B,C,B,B,B,-0.76,0.94,2.46,0.06,0.03,-0.25,1.68,-3.13
C,A,B,A,B,A,-1.36,0.02,-1.07,0.1,13.64,1.01,1.77,0.22
A,B,A,B,B,A,2.01,0.14,2.81,0.27,-0.21,0.1,2.11,-3.27
C,C,D,B,A,A,-0.92,-0.02,,,0.31,0.09,3.48,-0.18
A,A,C,B,A,A,-1.81,-0.01,0.52,2.13,5.82,-0.87,3.03,0.03
A,A,D,B,A,B,-0.08,-0.01,0.86,1.54,0.24,-2.72,1.22,0.19
C,C,C,B,A,A,0.72,-0.0,1.34,0.33,1.44,-3.36,0.71,-1.47
A,B,C,A,A,B,2.22,-1.47,0.12,,1.75,0.92,1.69,1.24
B,C,B,B,B,B,3.15,0.07,,1.21,0.03,-1.29,1.45,-0.63
A,C,B,B,B,B,-1.31,-0.03,-0.4,1.5,-0.21,0.59,2.88,1.13
C,C,C,B,B,A,1.79,0.74,,0.78,-0.06,-1.22,2.22,0.01
A,C,A,B,B,B,0.08,0.0,-0.08,0.0,1.32,0.01,1.7,-0.81
C,A,C,B,B,A,1.0,0.01,-1.04,0.43,2.04,-0.47,0.33,-0.08
B,C,B,,A,B,2.05,0.0,8.19,0.0,-0.19,-0.2,0.69,-0.33
A,B,C,B,A,A,-0.47,0.0,,1.72,0.08,1.66,0.55,-1.21
C,B,C,A,B,A,1.04,-0.01,,0.22,1.68,1.91,0.14,1.37
C,B,C,A,A,B,3.95,2.02,0.76,3.25,0.38,-0.34,2.48,6.99
A,B,B,B,A,B,-0.05,-0.0,0.65,5.93,1.84,-0.91,0.32,-0.89
,C,B,B,B,A,-1.81,0.02,0.66,,1.29,1.49,4.29,-1.34
,C,B,,A,A,-1.01,-0.95,0.68,0.54,0.29,-2.95,2.94,3.81
,A,D,A,A,A,1.29,-0.0,1.27,,2.97,0.17,0.49,-1.25
A,C,A,B,B,B,0.25,1.82,,0.14,1.99,-0.8,2.44,0.57
C,C,C,A,A,B,1.14,-0.99,,1.13,0.76,-0.67,0.1,0.69
A,C,A,B,A,B,0.52,0.34,-0.14,0.03,4.47,-2.48,1.46,-0.34
B,A,C,B,B,B,4.02,0.78,2.42,0.39,-0.14,-0.88,0.47,-0.4
,B,C,A,B,B,0.03,0.05,,1.13,1.52,0.72,2.15,0.47
A,C,B,B,A,B,0.41,-0.47,0.5,0.15,1.5,-1.63,1.11,-0.02
A,C,C,B,A,B,0.99,0.41,-0.2,,-0.25,-1.78,1.22,0.37
,B,B,B,A,A,-1.54,-0.79,-1.8,3.33,5.23,0.99,0.77,-0.39
C,A,B,B,B,B,0.91,0.31,-0.7,0.06,-0.07,0.16,1.05,0.48
A,B,A,B,A,B,-0.33,-0.03,,,15.97,2.26,1.59,1.66
C,B,A,B,A,A,4.17,0.85,1.46,0.24,0.34,-0.03,1.32,0.37
A,A,B,B,A,A,-0.45,-0.0,,,2.12,1.12,0.46,1.19
B,A,C,B,A,A,2.34,-0.0,0.68,0.86,0.83,0.72,1.0,-0.11
A,B,B,B,A,B,1.67,0.11,,1.77,0.85,0.23,0.13,-1.29
A,C,A,B,B,B,-0.48,-0.76,1.87,,0.46,0.63,1.4,-0.38
C,C,C,A,A,A,1.58,0.18,-1.04,0.46,0.22,0.03,0.65,2.99
A,C,B,B,B,B,0.38,-0.0,1.49,0.48,1.85,1.2,1.41,-0.12
C,C,B,B,B,B,1.29,0.05,,1.61,0.33,-2.95,4.17,1.99
A,C,C,B,B,A,2.21,2.04,1.48,1.83,-0.25,-1.3,1.31,-0.62
C,B,B,A,B,A,0.73,1.93,0.53,1.62,-0.21,-0.12,0.4,-1.06
A,B,C,B,A,A,-0.38,-0.69,-1.66,,-0.24,-1.22,0.05,-0.6
B,A,C,,A,B,0.7,10.19,1.58,1.24,8.06,1.36,1.52,-1.4
,B,B,A,A,B,2.35,0.67,-2.08,1.03,-0.23,-0.21,3.5,-0.86
C,A,C,B,B,A,-2.95,0.03,1.35,2.97,2.51,0.93,1.7,-1.63
B,C,B,B,B,B,0.9,0.78,-0.54,,1.15,-0.28,2.11,3.3
C,B,A,B,B,B,0.98,0.03,-1.36,1.02,2.92,0.83,0.03,1.28
A,A,C,A,B,A,1.0,-0.49,,1.01,-0.0,0.75,0.53,-0.81
B,C,C,A,A,B,2.24,0.03,0.18,0.63,0.39,0.03,1.67,1.26
A,A,B,A,B,B,6.03,0.32,2.83,0.56,-0.09,-0.93,1.61,-0.78
A,B,B,B,A,B,1.55,0.47,,3.07,3.6,0.61,0.45,-3.7
B,B,C,A,A,B,1.34,0.73,,0.0,-0.23,-0.2,1.6,-2.23
B,C,D,B,A,A,0.55,0.29,-1.31,0.11,-0.24,-1.22,0.6,0.31
C,B,A,B,A,A,-1.11,-0.25,1.61,,1.18,1.78,0.38,6.05
A,C,A,B,A,B,-0.31,-0.12,-0.31,0.22,1.42,-1.31,1.76,0.25
B,C,C,A,A,A,0.33,-1.26,0.22,0.22,3.02,0.41,2.3,-0.51
C,B,C,B,A,A,-0.77,-0.3,0.42,0.01,-0.24,-1.85,0.38,1.09
B,A,B,,A,B,0.4,0.27,,0.24,0.25,-1.85,0.86,-0.92
,B,B,B,B,B,1.3,0.24,,0.01,-0.23,0.57,0.0,0.58
A,C,A,B,A,A,-0.52,0.04,,0.88,1.66,1.36,0.39,0.4
,C,B,B,A,B,1.15,0.03,0.01,,0.28,1.52,0.19,1.39
B,A,C,A,A,B,1.34,0.22,0.74,0.11,-0.23,1.34,0.09,-0.92
A,B,C,B,B,A,0.9,0.02,-1.1,0.1,2.21,-0.77,2.53,-0.16
B,C,B,B,A,A,-0.98,-0.01,,,6.68,2.04,0.95,1.48
C,C,C,B,A,A,-1.09,-0.12,-0.59,0.68,0.3,-2.72,0.73,3.65
B,C,A,A,A,B,1.38,0.61,1.3,0.04,0.17,-0.75,1.56,-2.79
B,C,B,A,B,A,3.39,-0.03,-0.23,0.79,2.64,0.78,1.94,0.4
A,C,A,B,A,A,1.28,-0.01,-1.32,0.01,2.02,1.71,1.51,-0.87
A,B,C,B,A,B,0.54,0.02,0.34,0.81,0.41,2.06,0.26,-2.09
B,B,B,B,A,A,1.47,-0.08,3.29,0.15,-0.23,-0.92,1.37,0.73
B,C,C,B,B,B,0.5,2.59,,0.75,-0.25,3.0,1.09,0.63
A,C,C,B,A,A,-0.18,0.01,,6.82,-0.25,-0.44,1.3,-3.7
A,B,C,B,A,B,1.43,0.03,,0.01,3.98,0.88,1.71,-1.88
B,C,C,B,A,B,-1.12,0.01,0.82,4.3,0.55,0.43,1.19,0.49
B,B,A,A,B,B,2.16,0.01,,0.4,0.25,4.64,0.54,-1.11
A,C,C,B,A,A,1.12,0.64,-0.62,,2.45,-1.24,4.55,-2.81
B,B,B,A,B,A,0.57,0.41,-2.7,1.12,0.23,1.34,0.7,5.02
A,B,B,B,A,B,1.06,0.04,2.56,3.13,0.32,1.38,0.95,-1.42
C,A,C,B,B,B,1.73,0.08,,3.52,1.97,0.33,4.31,-1.13
C,B,C,A,A,A,1.0,0.05,1.12,,0.75,0.51,1.26,-0.41
A,B,B,B,A,A,-0.68,-1.39,1.27,1.53,2.12,3.03,1.3,-0.79
,A,B,B,A,B,-0.28,-0.44,0.54,0.49,1.15,1.9,0.24,2.89
A,C,D,B,A,A,-1.39,-0.32,,0.32,-0.17,-0.48,0.03,1.58
A,C,A,B,A,B,-0.24,-0.01,0.39,1.23,0.17,-0.4,2.17,0.46
C,B,C,A,A,A,1.87,1.38,,0.63,0.74,4.11,0.89,-2.15
C,B,D,B,A,A,0.55,0.17,,1.66,-0.17,0.64,0.4,-0.44
C,A,B,A,B,A,0.84,-0.0,0.57,0.29,0.11,0.62,0.85,1.87
A,B,C,B,B,A,1.89,-0.02,0.42,1.57,0.05,2.06,0.76,-2.57
B,C,B,B,B,A,-0.24,0.06,0.45,,-0.21,-0.06,0.83,-0.76
C,B,A,A,A,A,0.49,0.0,-1.28,2.77,0.24,-0.23,1.94,-0.9
B,A,B,,B,B,1.98,0.47,,0.11,-0.25,1.81,0.12,0.32
B,C,D,B,B,A,-0.19,0.0,0.37,1.29,0.89,-0.58,2.39,-1.12
A,B,D,A,A,A,0.73,-1.21,1.77,15.12,2.81,3.16,1.01,1.36
B,B,B,B,A,A,-0.69,1.66,2.5,,0.22,-1.73,1.39,-0.97
,B,C,B,A,A,0.24,-0.01,2.08,0.07,5.24,-0.64,1.66,1.0
A,B,C,B,B,B,-0.3,0.02,,3.22,2.02,1.0,2.22,2.44
A,C,B,B,A,A,0.2,-0.11,0.28,,8.9,0.1,1.86,2.36
B,C,C,A,B,B,1.11,2.35,0.0,3.32,13.2,1.32,1.89,0.3
A,A,D,B,A,A,-0.68,0.04,0.18,,-0.19,0.63,1.18,-3.76
A,C,A,B,A,B,-1.33,-0.64,,0.1,0.81,-1.1,0.23,0.28
A,A,A,A,A,B,1.99,0.0,,0.83,-0.03,0.96,1.11,0.61
B,A,C,B,A,B,0.2,4.54,,0.9,1.43,-1.84,1.15,-0.16
B,C,B,B,B,B,0.41,-0.33,1.19,0.12,-0.25,1.84,0.58,0.99
A,A,D,B,A,A,0.62,-0.02,2.17,,-0.25,0.89,1.37,0.62
B,B,C,B,A,B,-0.23,-0.04,1.26,0.08,1.06,-0.65,2.65,0.15
C,B,B,A,B,B,0.36,0.12,-1.68,2.22,1.01,-1.95,0.3,-0.97
B,C,B,B,B,A,-0.17,7.71,0.95,0.07,-0.06,-0.44,2.95,-1.02
B,C,B,B,B,B,0.03,-0.16,,,-0.21,0.06,1.55,-0.46
A,C,B,A,A,B,2.92,0.0,,,3.78,-1.58,0.06,-2.3
C,B,B,B,A,A,2.05,0.01,-1.94,3.04,6.58,-2.3,0.76,-0.0
C,A,B,B,A,B,2.62,0.5,1.18,0.32,4.91,-2.17,0.26,-0.47
B,C,C,B,A,A,1.85,0.21,1.89,2.17,6.66,-0.94,0.14,-0.72
A,C,B,B,B,B,0.54,0.0,,3.65,-0.22,0.11,2.11,-0.9
B,C,A,B,A,B,2.83,0.46,2.15,0.97,-0.13,-1.6,0.83,-1.08
,B,C,A,A,A,0.94,0.15,,0.16,2.07,1.4,0.28,1.2
A,A,C,B,A,B,-0.55,-0.32,0.34,1.3,5.86,-1.55,2.06,0.14
A,C,B,B,B,A,-0.62,0.27,,0.67,-0.21,0.75,0.22,-0.59
B,B,C,B,B,B,-0.14,-0.33,-1.65,1.52,1.33,-0.1,0.59,3.36
A,A,C,B,B,A,1.23,-0.02,-2.54,1.33,1.96,1.43,0.24,3.28
C,B,A,A,A,A,0.21,1.28,-0.68,0.22,3.26,2.66,0.24,0.74
A,B,A,B,A,B,1.36,-0.01,1.28,0.79,-0.2,-0.42,0.57,0.49
C,A,D,B,A,B,0.31,1.1,0.93,9.19,3.1,1.35,2.18,1.17
B,A,C,B,A,B,1.37,1.86,,0.42,2.5,0.19,1.0,-0.55
C,B,B,B,A,A,0.2,0.68,0.83,0.02,4.64,0.0,3.7,-0.08
A,C,D,B,A,A,0.96,0.01,7.31,1.81,-0.25,0.24,1.06,-2.66
A,C,A,B,A,B,0.66,0.0,1.8,0.01,-0.16,-1.75,1.6,6.25
B,B,A,A,B,B,1.58,-1.09,-0.43,0.29,2.3,0.58,0.75,2.58
C,B,A,B,A,A,2.89,0.56,-0.11,1.08,5.08,-0.28,0.89,2.56
C,B,B,A,A,A,-0.98,0.02,-2.14,9.79,1.72,3.98,0.84,2.58
A,C,B,B,A,B,-0.33,-0.19,8.37,0.01,0.23,1.7,0.71,0.88
B,A,C,B,A,A,0.92,0.01,,0.07,-0.04,1.78,0.5,0.55
A,B,C,A,A,B,2.84,0.06,2.31,0.08,0.47,-2.22,0.36,-2.46
A,C,C,B,A,B,0.2,-0.03,1.82,0.7,1.13,-0.54,0.15,0.55
B,C,A,B,A,B,0.77,-0.03,,0.57,0.46,-2.99,1.44,6.37
B,B,A,B,B,B,2.85,0.02,,3.62,-0.19,-1.93,0.48,1.09
B,C,B,B,B,A,0.42,-0.01,,1.86,-0.08,-0.08,3.23,-0.22
A,B,D,B,A,A,1.47,0.75,1.14,1.01,5.74,1.19,0.8,-2.06
C,C,B,B,A,A,4.28,2.87,-0.77,0.0,2.02,0.64,1.19,-0.61
C,B,A,B,B,B,2.15,1.24,3.48,0.85,0.88,1.77,1.1,2.41
A,C,A,A,B,B,2.5,1.42,-0.04,0.14,-0.24,-1.03,0.91,-0.18
C,A,C,A,B,A,1.14,0.0,,1.56,1.13,-1.12,2.57,-1.89
C,B,C,A,A,A,2.3,0.22,1.8,,-0.06,1.07,0.05,-1.41
B,B,D,B,A,A,-0.89,-1.3,1.63,0.48,-0.11,1.62,1.07,1.97
A,A,D,B,A,A,0.85,0.03,,,2.57,1.12,1.34,0.3
C,A,C,A,A,B,1.33,0.03,0.62,1.43,-0.2,0.87,0.28,2.28
B,A,B,A,A,A,0.07,0.35,,0.32,-0.07,-1.73,0.41,0.03
,A,B,B,A,A,3.45,4.45,2.24,0.32,2.49,0.81,1.62,-2.4
B,B,C,B,A,B,1.32,0.04,0.99,0.03,0.1,-1.12,0.03,-0.06
A,B,D,B,A,A,0.16,-0.0,,0.46,0.02,-0.7,2.4,-0.38
A,B,A,B,B,B,-0.15,-0.0,-0.67,0.48,0.19,-1.32,0.07,-0.19
A,B,B,B,B,B,-1.33,2.59,,2.56,0.03,3.35,1.53,-2.78
B,C,C,B,A,A,-0.9,-0.23,1.68,1.48,-0.05,0.17,0.12,0.14
A,B,B,B,A,A,0.47,-0.16,2.75,0.01,0.72,1.29,1.44,-0.34
,C,C,B,A,B,-0.73,-1.34,7.51,2.12,5.52,0.85,0.26,-0.46
C,C,A,A,B,B,0.96,-0.03,,0.49,1.17,3.09,1.24,1.29
B,C,A,B,A,B,1.26,0.07,,0.05,2.86,-0.91,0.51,0.49
C,B,C,A,B,B,0.61,1.62,-1.19,3.2,0.29,-0.42,0.93,1.37
A,C,C,B,A,B,0.89,-0.62,1.06,0.55,-0.22,-1.33,0.84,0.39
B,C,B,A,A,B,-0.01,-0.09,-0.46,,0.87,0.17,2.39,0.42
C,A,C,B,B,B,0.92,2.67,,1.44,0.95,-1.28,2.07,2.42
C,A,C,A,A,A,0.22,0.06,,0.87,-0.09,0.16,0.59,1.63
C,B,B,B,B,B,1.4,0.02,,0.47,-0.24,1.54,1.11,0.49
B,C,B,A,A,B,-0.63,-0.0,,0.39,-0.22,-0.2,0.59,-0.62
A,C,C,B,A,B,0.93,0.04,0.44,,-0.16,-0.59,0.91,-1.78
B,B,B,B,B,B,1.88,0.13,,2.38,-0.23,-1.64,0.73,2.84
C,A,A,B,A,A,0.3,1.36,2.44,,0.1,0.19,0.13,-1.47
B,C,B,B,A,B,0.8,0.02,1.4,0.23,0.37,-0.78,1.55,0.55
C,B,B,B,A,B,0.39,0.17,2.06,0.22,-0.19,-0.0,0.22,-0.91
C,C,B,B,A,A,0.59,0.37,2.18,0.01,5.8,-0.29,0.69,1.89
A,C,B,B,A,B,1.33,-0.3,0.85,1.08,4.49,-1.31,3.59,1.43
C,C,C,B,A,B,1.31,0.08,2.02,0.38,-0.24,-1.05,0.14,-0.3
B,C,B,B,B,B,-0.48,0.0,0.9,0.06,0.04,0.11,1.48,0.73
A,B,B,A,A,B,1.87,0.06,-0.24,,0.6,1.04,1.3,-1.94
B,A,C,B,A,A,0.94,0.0,0.08,0.04,1.33,1.28,3.01,0.16
A,C,A,A,B,B,0.36,-0.01,,0.88,-0.24,1.52,2.12,0.56
C,B,A,A,B,A,1.13,0.0,,1.65,-0.2,1.32,0.15,1.15
B,B,A,B,B,B,-0.28,0.0,-0.87,,1.21,-2.8,2.0,2.76
,C,B,A,B,A,2.92,0.65,-0.16,1.28,0.1,1.39,2.13,-0.63
,B,C,A,B,B,0.92,-0.02,,,-0.17,-0.59,1.05,1.63
A,B,C,B,A,B,1.71,0.74,-1.8,1.12,0.09,-0.38,1.32,-0.46
A,C,A,B,A,B,1.56,0.87,2.7,2.24,5.92,-2.1,0.38,-0.74
A,B,C,A,B,B,1.8,0.0,0.15,1.21,-0.25,2.7,0.78,1.82
A,C,C,A,A,B,-0.58,0.07,,,-0.13,0.83,0.46,-2.04
A,C,B,B,B,B,2.76,-0.0,-0.26,0.21,0.62,-0.18,3.78,1.56
,C,C,A,A,A,-0.22,0.16,,0.48,-0.15,1.65,1.61,0.49
,A,C,B,A,A,1.44,-0.0,2.27,0.11,0.12,0.99,0.75,1.24
,B,D,B,B,B,1.52,0.61,0.36,0.15,0.2,-0.75,1.0,-0.42
C,B,B,A,B,B,2.86,0.0,,0.88,0.45,2.26,0.12,3.5
,A,C,B,A,A,-0.03,5.5,,2.49,1.2,2.24,2.67,-1.48
C,C,C,A,A,A,1.37,-0.01,2.82,0.27,-0.25,1.57,0.13,1.97
C,B,C,B,A,A,-0.76,-0.0,3.06,0.03,0.99,0.45,1.19,1.5
C,A,D,B,A,A,-3.21,0.36,,0.07,1.13,0.33,2.2,2.58
A,B,B,B,A,B,2.29,-0.01,,0.96,1.08,-1.17,0.36,-0.47
B,C,B,A,A,B,1.63,-0.0,0.81,,0.01,-1.37,0.24,-0.01
B,C,A,B,A,A,2.31,0.16,,,4.13,1.2,1.86,-2.87
A,C,C,B,B,A,0.9,0.01,,0.15,5.74,1.64,0.79,-1.57
C,C,B,B,B,B,0.92,0.12,-0.67,0.27,-0.24,-0.41,0.88,1.87
C,C,B,B,A,A,0.23,2.98,,0.3,-0.22,-2.56,1.21,-1.59
C,C,C,B,A,A,1.44,0.43,,0.31,5.9,-0.03,1.18,-2.26
A,C,A,A,A,A,-0.86,-4.75,,,-0.19,0.79,1.4,-0.85
A,B,C,A,A,B,1.64,-0.05,0.94,,3.69,3.41,0.39,1.25
C,A,C,B,A,A,-1.06,1.39,,0.02,-0.08,-0.22,0.45,-1.67
B,C,A,B,A,B,1.43,3.34,,0.68,3.34,-2.45,0.6,-1.26
B,A,C,A,A,A,1.7,0.0,2.12,,0.44,-1.24,0.98,-1.11
B,B,C,B,A,A,-0.11,0.05,,0.0,-0.25,2.05,1.28,1.04
A,C,A,B,A,B,2.3,0.0,1.71,0.11,0.61,1.15,0.89,-3.33
B,B,C,B,B,B,1.86,0.88,-0.86,0.55,-0.22,-2.03,1.26,-1.1
A,A,C,A,A,A,0.97,0.0,0.03,0.93,2.01,0.62,1.45,-3.51
C,B,D,A,A,A,1.43,0.47,1.03,0.8,-0.01,-0.24,0.16,0.64
,C,A,B,A,B,0.33,1.88,-1.04,0.1,-0.08,-0.65,0.69,0.1
C,B,C,B,B,A,2.27,-0.13,,0.89,-0.14,1.6,2.43,1.25
C,A,A,B,A,A,0.48,-0.01,,1.01,8.69,1.85,0.82,-2.23
C,C,B,A,B,B,4.12,0.14,,0.39,-0.08,1.21,0.8,1.83
A,C,A,A,B,B,4.33,0.32,,1.57,-0.24,1.46,0.59,-2.64
C,B,A,A,A,B,0.71,-0.0,2.37,,-0.25,-1.36,1.43,1.24
B,C,B,B,B,B,1.13,0.18,1.49,4.69,-0.01,2.31,1.02,0.95
C,B,B,B,A,B,0.43,-0.2,0.92,0.32,1.02,-1.24,0.19,0.18
C,A,C,B,B,A,-0.78,-0.24,,0.04,0.11,1.52,0.22,0.08
A,C,A,B,A,B,-0.12,1.68,,0.02,7.25,-1.13,0.09,7.31
B,C,A,B,A,B,0.63,-0.11,2.73,1.64,-0.24,-0.33,1.0,1.48
B,A,A,B,B,B,1.61,0.09,0.47,3.19,0.83,-1.22,1.18,0.28
,C,C,B,A,B,0.21,0.04,,3.08,-0.08,1.03,1.34,-1.06
A,B,B,B,A,B,1.0,0.65,-1.81,0.76,-0.23,-3.5,0.42,-0.33
C,B,C,A,A,A,1.09,0.01,0.21,1.27,-0.1,2.77,2.21,-1.27
B,C,C,A,A,B,0.7,0.36,0.44,4.94,4.4,3.46,0.82,2.15
C,C,B,B,A,A,1.34,0.0,,0.1,0.09,-1.15,1.14,-0.43
C,C,B,A,A,A,2.23,0.02,-0.62,1.64,0.1,0.72,0.38,0.02
A,B,C,B,B,B,1.75,0.0,-0.66,0.4,0.43,-1.54,1.89,-1.86
B,B,C,B,A,B,5.09,0.25,1.65,0.83,0.68,0.14,0.14,-2.79
B,A,D,B,A,B,-1.29,-0.04,-0.94,,1.85,-0.54,0.37,-0.5
C,B,C,B,B,A,0.37,0.07,1.01,0.23,-0.12,1.23,1.65,1.6
A,B,A,,A,B,0.07,1.04,-0.19,0.15,-0.1,-1.14,0.25,0.18
,A,D,A,A,A,-1.05,-0.0,-2.67,1.77,-0.17,0.92,1.2,-0.32
A,C,C,B,A,B,0.05,-0.01,2.47,,0.09,-0.17,0.73,-0.07
A,B,C,B,A,B,0.53,-0.35,,0.35,1.17,1.09,0.32,1.21
B,C,C,B,A,B,2.34,0.11,1.05,0.74,-0.25,-1.26,0.62,-1.53
C,A,C,B,A,A,1.25,0.06,2.05,3.66,1.86,-0.12,1.89,3.2
B,C,D,A,A,A,-0.22,0.0,,1.83,0.91,2.12,0.69,-0.52
B,C,C,A,A,A,2.01,0.02,,,-0.21,1.28,0.18,-1.62
,A,B,A,B,A,0.28,-0.0,-1.82,0.36,1.59,0.38,0.11,3.32
A,A,B,B,B,B,2.07,1.02,,8.5,0.35,0.9,1.78,-1.81
A,C,A,B,A,A,-0.29,0.13,-1.34,0.77,6.84,0.69,0.62,1.35
A,A,C,,A,B,3.9,1.82,1.75,,1.96,1.95,1.99,0.07
B,C,D,A,B,B,1.51,0.0,0.19,0.0,1.78,-0.29,0.83,-1.01
,C,A,A,B,B,0.74,0.22,2.07,2.6,0.52,1.83,3.68,2.57
A,B,B,B,A,B,2.16,0.26,1.12,0.02,2.35,-0.8,0.8,-1.88
,C,A,B,A,B,1.26,-0.57,,2.0,3.71,-0.61,0.07,1.78
B,C,B,B,A,A,-0.06,-0.0,,0.97,0.88,-1.01,0.71,-2.49
A,B,A,B,A,B,1.48,0.05,0.91,,-0.17,2.79,1.77,-2.45
A,B,C,,A,A,0.55,-0.01,-1.47,2.11,-0.13,-0.56,0.36,-0.85
B,C,B,A,A,B,0.48,0.01,1.01,0.04,-0.06,0.4,0.81,-0.27
A,C,A,B,A,A,-0.17,-0.24,1.29,,1.8,-0.58,2.84,-0.52
C,B,B,B,B,B,-0.65,0.0,-0.53,1.42,-0.17,2.33,0.3,2.38
C,B,C,B,A,B,1.42,0.0,2.33,1.8,1.31,-0.98,0.38,1.34
A,C,B,B,B,B,1.32,0.42,0.78,0.39,-0.22,0.58,0.06,-0.65
C,B,C,B,A,A,-1.86,0.41,-1.12,0.32,9.49,1.94,2.34,5.85
A,B,B,B,B,B,3.29,0.04,,,1.67,-0.38,1.36,-1.61
B,B,B,A,B,B,1.26,1.0,,0.43,-0.13,-0.16,0.41,-2.09
A,C,A,B,B,A,0.81,-0.15,0.84,0.16,1.91,1.04,1.99,-0.11
C,B,A,A,A,A,0.48,0.0,0.06,,-0.14,0.37,0.88,-1.64
,C,C,B,A,B,2.56,0.02,,0.28,4.48,-2.05,0.54,-0.54
,C,C,A,A,B,0.63,0.57,1.72,0.84,3.14,-1.67,0.65,0.35
C,C,C,B,B,A,0.96,0.41,1.91,0.28,0.09,1.1,0.65,-1.98
,C,C,B,A,B,0.07,0.02,,1.98,2.29,1.14,0.79,-1.17
C,B,C,B,A,A,1.11,0.57,3.11,0.29,15.65,0.66,2.25,1.55
B,B,C,B,B,B,0.59,0.33,0.73,0.03,2.74,-1.1,0.94,1.21
B,C,A,A,B,A,-0.04,-1.08,,1.2,-0.04,3.07,1.5,1.46
C,C,B,B,A,B,1.64,0.0,,1.56,-0.24,-0.3,0.33,0.96
A,A,C,B,A,B,1.15,0.13,,0.39,0.05,1.29,0.03,1.37
A,B,C,B,A,B,2.58,-0.04,,0.5,0.15,0.17,2.42,-0.16
B,A,D,A,A,B,3.81,1.57,-0.71,0.22,0.49,1.63,1.54,0.32
,C,A,B,B,A,0.78,-0.05,,,1.31,0.26,0.01,2.4
C,B,A,B,B,A,0.59,4.94,-0.49,0.24,0.82,3.37,0.3,6.58
B,A,B,B,A,A,1.56,-0.0,2.95,,1.51,-0.91,1.96,-1.4
B,C,C,B,A,B,3.17,1.24,-1.93,,6.23,-1.93,1.14,-0.25
B,C,A,B,A,B,1.6,0.04,,2.7,-0.11,0.62,2.06,-1.15
B,A,B,A,B,A,4.6,0.01,,0.03,-0.24,-1.47,0.96,1.29
C,C,A,B,B,B,4.83,5.34,,0.13,0.28,1.18,0.48,-1.42
,C,A,A,B,A,2.4,-0.22,1.88,1.39,1.92,2.24,0.2,7.2
C,B,C,B,B,A,-0.81,0.01,,0.02,-0.12,0.98,0.69,2.17
C,B,B,B,A,A,1.1,0.19,7.45,0.26,0.6,-2.12,1.42,1.7
C,B,D,B,A,A,-1.68,0.81,,0.18,1.64,3.0,3.11,0.37
,A,B,B,A,B,1.35,2.28,0.64,0.0,0.2,-0.21,0.81,-1.88
B,C,B,A,B,B,2.17,-0.0,0.02,0.35,2.5,-0.21,1.91,1.18
A,A,C,,B,B,1.42,0.02,0.45,1.95,2.53,-2.04,2.28,0.83
